,FB_onset,RT,Resp,correct,schema_category,slime_color,slime_speed,slime_spiky,stim_onset,subj_ID,trial
0,1543543098.862837,1.517204999923706,1,1,1,0.75,0.3090028180221802,0.488182815444215,1543543097.345632,2,1
1,1543543106.712705,0.6832818984985352,1,0,0,0.751,0.15922587870657656,0.4782370697561162,1543543106.029423,2,2
2,1543543113.896109,0.01631021499633789,2,1,0,0.44281049239864234,0.24891042212046743,0.0777863211913214,1543543113.879799,2,3
3,1543543122.314968,1.2497031688690186,1,0,0,0.751,0.7656864227457282,0.6525340634530625,1543543121.065265,2,4
4,1543543130.070866,0.5861120223999023,1,1,1,0.03547737671538803,0.8323529818317659,0.8812127683361475,1543543129.484754,2,5
5,1543543138.056148,0.8187220096588135,2,0,1,0.25228905316354877,0.8336155839390862,0.6450622923619918,1543543137.237426,2,6
6,1543543148.079408,2.854346990585327,1,1,1,0.2914781607249112,0.3975761194173305,1.0,1543543145.225061,2,7
7,1543543155.734597,0.4855320453643799,2,0,1,0.75,0.8992168552363454,0.2790171597902905,1543543155.249065,2,8
8,1543543163.188766,0.2886080741882324,1,1,1,0.75,0.2269812424411901,0.226391885120444,1543543162.900158,2,9
9,1543543170.724797,0.3680999279022217,2,1,0,0.751,0.09880300629424887,0.574520107611036,1543543170.356697,2,10
10,1543543178.411371,0.518557071685791,2,0,1,0.7767851276988553,0.8603388818727349,0.20970235194541306,1543543177.892814,2,11
11,1543543186.014116,0.45090603828430176,1,1,1,0.9925047009834291,0.7419839143842689,0.8873468094123509,1543543185.56321,2,12
12,1543543193.635705,0.45359110832214355,2,1,0,0.585349669074893,0.9599775805259433,0.13744412171862974,1543543193.182114,2,13
13,1543543201.356493,0.5522980690002441,2,0,1,0.19628197967176708,0.7741320028805165,1.0,1543543200.804195,2,14
14,1543543209.126963,0.6014688014984131,1,1,1,0.47093142726968984,0.6166329871991306,0.8855192612802819,1543543208.525494,2,15
15,1543543216.650344,0.370743989944458,2,0,1,0.7511432988147111,0.5168978367065122,0.7494589967547307,1543543216.2796,2,16
16,1543543223.8998,0.08317208290100098,2,0,1,0.75,0.4996254815337846,0.2550949656122636,1543543223.816628,2,17
17,1543543231.104773,0.03729104995727539,1,1,1,0.5373012943692749,0.9597306507195639,0.9680673048977411,1543543231.067482,2,18
18,1543543240.67392,2.400437831878662,2,0,1,0.8908657051123372,0.056990724176689156,0.5257639423974765,1543543238.273482,2,19
19,1543543249.629417,1.785588026046753,2,1,0,0.2002688051143902,0.4674228594145785,0.0,1543543247.843829,2,20
20,1543543257.383853,0.5858449935913086,1,1,1,0.6257778632119919,0.6797949281853882,1.0,1543543256.798008,2,21
21,1543543264.905199,0.3529820442199707,1,1,1,0.11251818698382066,0.47733026250533017,0.9115073771265398,1543543264.552217,2,22
22,1543543272.441877,0.3673388957977295,2,1,0,0.560124031101506,0.34606272306282004,0.27921986521512027,1543543272.074538,2,23
23,1543543285.064415,5.454541921615601,1,0,0,0.751,0.43443958355212764,0.663717757789063,1543543279.609873,2,24
24,1543543292.420421,0.1867198944091797,2,0,1,0.8175284237518722,0.12195891102653222,0.592587726023397,1543543292.233701,2,25
25,1543543300.054401,0.46869993209838867,1,1,1,0.2572773068335171,0.1843852156020549,0.7660046188409435,1543543299.585701,2,26
26,1543543307.276062,0.05235600471496582,2,0,1,0.14829324748299794,0.9068551674275177,0.8405159724437301,1543543307.223706,2,27
27,1543543314.480279,0.03683185577392578,2,1,0,0.751,0.4166116736458474,0.6251000272025261,1543543314.443447,2,28
28,1543543321.799322,0.15262699127197266,2,0,1,0.5360770859220413,0.36422695714698783,1.0,1543543321.646695,2,29
