,FB_onset,RT,Resp,correct,schema_category,slime_color,slime_speed,slime_spiky,stim_onset,subj_ID,trial
0,1544300523.491155,0.010761022567749023,1,1,1,0.8951730237193127,0.8597213457722033,0.2766393409556269,1544300523.480394,6,1
1,1544300536.175833,5.503786087036133,1,0,0,0.6146273523002478,0.23522711563005028,0.20964907769004532,1544300530.672047,6,2
2,1544300549.09994,5.7544989585876465,1,1,1,0.75,0.14383974250181075,0.19984831958162858,1544300543.345441,6,3
3,1544300566.374887,10.106448888778687,1,0,0,0.4772358465883221,0.8530157326310851,0.27937055003252603,1544300556.268438,6,4
4,1544300574.07967,0.5361340045928955,1,0,0,0.4430995262661218,0.001936608009772245,0.0,1544300573.543536,6,5
5,1544300581.248989,0.0011010169982910156,2,1,0,0.18119893889645206,0.08583128910713334,0.0,1544300581.247888,6,6
6,1544300589.0864,0.66880202293396,1,0,0,0.4976382787816781,0.5909975846645612,0.4591359171533688,1544300588.417598,6,7
7,1544300596.657863,0.4026157855987549,1,1,1,0.33978083888584953,0.16565754063717997,1.0,1544300596.255247,6,8
8,1544300604.162021,0.33614087104797363,2,0,1,0.26326765789423157,0.07827402203139211,0.9886315459238741,1544300603.82588,6,9
9,1544300611.36552,0.03585100173950195,2,0,1,0.39197662077297624,0.4287397523481983,1.0,1544300611.329669,6,10
10,1544300618.784345,0.2510659694671631,2,1,0,0.751,0.8212386074807626,0.3516835603182605,1544300618.533279,6,11
11,1544300626.472953,0.5197200775146484,2,0,1,0.75,0.4742894068409318,0.4645948174810646,1544300625.953233,6,12
12,1544300634.844057,1.2191259860992432,2,0,1,0.11424655425580132,0.04436498947841938,0.5106762501958418,1544300633.624931,6,13
13,1544300643.997378,1.9853301048278809,1,0,0,0.18634157402128665,0.2113290648209849,0.0,1544300642.012048,6,14
14,1544300651.185085,0.01930713653564453,1,0,0,0.6060213296252489,0.9467490913975736,0.6393626455114862,1544300651.165778,6,15
15,1544300658.372615,0.01945018768310547,1,1,1,0.08968460288476382,0.18660545934817485,0.6244136101082796,1544300658.353165,6,16
16,1544300665.943004,0.4183669090270996,2,1,0,0.37040543882161236,0.7325122823429466,0.22868609449306887,1544300665.524637,6,17
17,1544300673.479769,0.36895298957824707,2,1,0,0.02206252870187142,0.19912847316080717,0.0852645090060268,1544300673.110816,6,18
